doc_id,book_num,stanza_num,stanza_str
100,1,80,"them to stay their tumult and bid them listen to the kings, till"
100,1,81,at last they were got into their several places and ceased their
100,1,82,"clamour. Then King Agamemnon rose, holding his sceptre. This was"
100,1,83,"the work of Vulcan, who gave it to Jove the son of Saturn. Jove"
100,1,84,"gave it to Mercury, slayer of Argus, guide and guardian. King"
100,1,85,"Mercury gave it to Pelops, the mighty charioteer, and Pelops to"
100,1,86,"Atreus, shepherd of his people. Atreus, when he died, left it to"
100,1,87,"Thyestes, rich in flocks, and Thyestes in his turn left it to be"
100,1,88,"borne by Agamemnon, that he might be lord of all Argos and of the"
100,1,89,"isles. Leaning, then, on his sceptre, he addressed the Argives."
100,1,90,"“My friends,” he said, “heroes, servants of Mars, the hand of"
100,1,91,heaven has been laid heavily upon me. Cruel Jove gave me his
100,1,92,solemn promise that I should sack the city of Priam before
100,1,93,"returning, but he has played me false, and is now bidding me go"
100,1,94,ingloriously back to Argos with the loss of much people. Such is
100,1,95,"the will of Jove, who has laid many a proud city in the dust, as"
100,1,96,"he will yet lay others, for his power is above all. It will be a"
100,1,97,"sorry tale hereafter that an Achaean host, at once so great and"
100,1,98,"valiant, battled in vain against men fewer in number than"
100,1,99,themselves; but as yet the end is not in sight. Think that the
100,1,100,"Achaeans and Trojans have sworn to a solemn covenant, and that"
100,1,101,they have each been numbered — the Trojans by the roll of their
100,1,102,"householders, and we by companies of ten; think further that each"
100,1,103,of our companies desired to have a Trojan householder to pour out
100,1,104,their wine; we are so greatly more in number that full many a
100,1,105,company would have to go without its cup - bearer. But they have in
100,1,106,"the town allies from other places, and it is these that hinder me"
100,1,107,from being able to sack the rich city of Ilius. Nine of Jove’s
100,1,108,years are gone; the timbers of our ships have rotted; their
100,1,109,tackling is sound no longer. Our wives and little ones at home
100,1,110,"look anxiously for our coming, but the work that we came hither"
100,1,111,"to do has not been done. Now, therefore, let us all do as I say:"
100,1,112,"let us sail back to our own land, for we shall not take Troy.”"
100,1,113,"With these words he moved the hearts of the multitude, so many of"
100,1,114,them as knew not the cunning counsel of Agamemnon. They surged to
100,1,115,"and fro like the waves of the Icarian Sea, when the east and"
100,1,116,south winds break from heaven’s clouds to lash them; or as when
100,1,117,the west wind sweeps over a field of corn and the ears bow
100,1,118,"beneath the blast, even so were they swayed as they flew with"
100,1,119,"loud cries towards the ships, and the dust from under their feet"
100,1,120,rose heavenward. They cheered each other on to draw the ships
100,1,121,into the sea; they cleared the channels in front of them; they
100,1,122,"began taking away the stays from underneath them, and the welkin"
100,1,123,"rang with their glad cries, so eager were they to return."
100,1,124,Then surely the Argives would have returned after a fashion that
100,1,125,"was not fated. But Juno said to Minerva, “Alas, daughter of"
100,1,126,"aegis - bearing Jove, unweariable, shall the Argives fly home to"
100,1,127,"their own land over the broad sea, and leave Priam and the"
100,1,128,"Trojans the glory of still keeping Helen, for whose sake so many"
100,1,129,"of the Achaeans have died at Troy, far from their homes? Go about"
100,1,130,"at once among the host, and speak fairly to them, man by man,"
100,1,131,that they draw not their ships into the sea.”
100,1,132,Minerva was not slack to do her bidding. Down she darted from the
100,1,133,"topmost summits of Olympus, and in a moment she was at the ships"
100,1,134,"of the Achaeans. There she found Ulysses, peer of Jove in"
100,1,135,"counsel, standing alone. He had not as yet laid a hand upon his"
100,1,136,"ship, for he was grieved and sorry; so she went close up to him"
100,1,137,"and said, “Ulysses, noble son of Laertes, are you going to fling"
100,1,138,yourselves into your ships and be off home to your own land in
100,1,139,this way? Will you leave Priam and the Trojans the glory of still
100,1,140,"keeping Helen, for whose sake so many of the Achaeans have died"
100,1,141,"at Troy, far from their homes? Go about at once among the host,"
100,1,142,"and speak fairly to them, man by man, that they draw not their"
100,1,143,ships into the sea.”
100,1,144,Ulysses knew the voice as that of the goddess: he flung his cloak
100,1,145,"from him and set off to run. His servant Eurybates, a man of"
100,1,146,"Ithaca, who waited on him, took charge of the cloak, whereon"
100,1,147,Ulysses went straight up to Agamemnon and received from him his
100,1,148,"ancestral, imperishable staff. With this he went about among the"
100,1,149,ships of the Achaeans.
100,1,150,"Whenever he met a king or chieftain, he stood by him and spoke"
100,1,151,"him fairly. “Sir,” said he, “this flight is cowardly and"
100,1,152,"unworthy. Stand to your post, and bid your people also keep their"
100,1,153,places. You do not yet know the full mind of Agamemnon; he was
100,1,154,"sounding us, and ere long will visit the Achaeans with his"
100,1,155,displeasure. We were not all of us at the council to hear what he
100,1,156,then said; see to it lest he be angry and do us a mischief; for
100,1,157,"the pride of kings is great, and the hand of Jove is with them.”"
100,1,158,"But when he came across any common man who was making a noise, he"
100,1,159,"struck him with his staff and rebuked him, saying, “Sirrah, hold"
100,1,160,"your peace, and listen to better men than yourself. You are a"
100,1,161,coward and no soldier; you are nobody either in fight or council;
100,1,162,we cannot all be kings; it is not well that there should be many
100,1,163,masters; one man must be supreme — one king to whom the son of
100,1,164,scheming Saturn has given the sceptre of sovereignty over you
100,1,165,all.”
100,1,166,"Thus masterfully did he go about among the host, and the people"
100,1,167,hurried back to the council from their tents and ships with a
100,1,168,sound as the thunder of surf when it comes crashing down upon the
100,1,169,"shore, and all the sea is in an uproar."
100,1,170,The rest now took their seats and kept to their own several
100,1,171,"places, but Thersites still went on wagging his unbridled"
100,1,172,"tongue — a man of many words, and those unseemly; a monger of"
100,1,173,"sedition, a railer against all who were in authority, who cared"
100,1,174,"not what he said, so that he might set the Achaeans in a laugh."
100,1,175,He was the ugliest man of all those that came before
100,1,176,"Troy — bandy - legged, lame of one foot, with his two shoulders"
100,1,177,"rounded and hunched over his chest. His head ran up to a point,"
100,1,178,but there was little hair on the top of it. Achilles and Ulysses
100,1,179,"hated him worst of all, for it was with them that he was most"
100,1,180,"wont to wrangle; now, however, with a shrill squeaky voice he"
100,1,181,began heaping his abuse on Agamemnon. The Achaeans were angry and
100,1,182,"disgusted, yet none the less he kept on brawling and bawling at"
100,1,183,the son of Atreus.
100,1,184,"“Agamemnon,” he cried, “what ails you now, and what more do you"
100,1,185,"want? Your tents are filled with bronze and with fair women, for"
100,1,186,whenever we take a town we give you the pick of them. Would you
100,1,187,"have yet more gold, which some Trojan is to give you as a ransom"
100,1,188,"for his son, when I or another Achaean has taken him prisoner? or"
100,1,189,is it some young girl to hide and lie with? It is not well that
100,1,190,"you, the ruler of the Achaeans, should bring them into such"
100,1,191,"misery. Weakling cowards, women rather than men, let us sail"
100,1,192,"home, and leave this fellow here at Troy to stew in his own meeds"
100,1,193,"of honour, and discover whether we were of any service to him or"
100,1,194,"no. Achilles is a much better man than he is, and see how he has"
100,1,195,treated him — robbing him of his prize and keeping it himself.
100,1,196,"Achilles takes it meekly and shows no fight; if he did, son of"
100,1,197,"Atreus, you would never again insult him.”"
100,1,198,"Thus railed Thersites, but Ulysses at once went up to him and"
100,1,199,"rebuked him sternly. “Check your glib tongue, Thersites,” said"
100,1,200,"he, “and babble not a word further. Chide not with princes when"
100,1,201,you have none to back you. There is no viler creature come before
100,1,202,"Troy with the sons of Atreus. Drop this chatter about kings, and"
100,1,203,neither revile them nor keep harping about going home. We do not
100,1,204,"yet know how things are going to be, nor whether the Achaeans are"
100,1,205,to return with good success or evil. How dare you gibe at
100,1,206,Agamemnon because the Danaans have awarded him so many prizes? I
100,1,207,"tell you, therefore — and it shall surely be — that if I again catch"
100,1,208,"you talking such nonsense, I will either forfeit my own head and"
100,1,209,"be no more called father of Telemachus, or I will take you, strip"
100,1,210,"you stark naked, and whip you out of the assembly till you go"
100,1,211,blubbering back to the ships.”
100,1,212,On this he beat him with his staff about the back and shoulders
100,1,213,till he dropped and fell a - weeping. The golden sceptre raised a
100,1,214,"bloody weal on his back, so he sat down frightened and in pain,"
100,1,215,looking foolish as he wiped the tears from his eyes. The people
100,1,216,"were sorry for him, yet they laughed heartily, and one would turn"
100,1,217,"to his neighbour saying, “Ulysses has done many a good thing ere"
100,1,218,"now in fight and council, but he never did the Argives a better"
100,1,219,turn than when he stopped this fellow’s mouth from prating
100,1,220,further. He will give the kings no more of his insolence.”
100,1,221,"Thus said the people. Then Ulysses rose, sceptre in hand, and"
100,1,222,"Minerva in the likeness of a herald bade the people be still,"
100,1,223,that those who were far off might hear him and consider his
100,1,224,council. He therefore with all sincerity and goodwill addressed
100,1,225,them thus: —
100,1,226,"“King Agamemnon, the Achaeans are for making you a by - word among"
100,1,227,all mankind. They forget the promise they made you when they set
100,1,228,"out from Argos, that you should not return till you had sacked"
100,1,229,"the town of Troy, and, like children or widowed women, they"
100,1,230,murmur and would set off homeward. True it is that they have had
100,1,231,toil enough to be disheartened. A man chafes at having to stay
100,1,232,"away from his wife even for a single month, when he is on"
100,1,233,"shipboard, at the mercy of wind and sea, but it is now nine long"
100,1,234,"years that we have been kept here; I cannot, therefore, blame the"
100,1,235,Achaeans if they turn restive; still we shall be shamed if we go
100,1,236,"home empty after so long a stay — therefore, my friends, be patient"
100,1,237,yet a little longer that we may learn whether the prophesyings of
100,1,238,Calchas were false or true.
100,1,239,“All who have not since perished must remember as though it were
100,1,240,"yesterday or the day before, how the ships of the Achaeans were"
100,1,241,detained in Aulis when we were on our way hither to make war on
100,1,242,Priam and the Trojans. We were ranged round about a fountain
100,1,243,"offering hecatombs to the gods upon their holy altars, and there"
100,1,244,was a fine plane - tree from beneath which there welled a stream of
100,1,245,pure water. Then we saw a prodigy; for Jove sent a fearful
100,1,246,"serpent out of the ground, with blood - red stains upon its back,"
100,1,247,and it darted from under the altar on to the plane - tree. Now
100,1,248,"there was a brood of young sparrows, quite small, upon the"
100,1,249,"topmost bough, peeping out from under the leaves, eight in all,"
100,1,250,and their mother that hatched them made nine. The serpent ate the
100,1,251,"poor cheeping things, while the old bird flew about lamenting her"
100,1,252,little ones; but the serpent threw his coils about her and caught
100,1,253,"her by the wing as she was screaming. Then, when he had eaten"
100,1,254,"both the sparrow and her young, the god who had sent him made him"
100,1,255,become a sign; for the son of scheming Saturn turned him into
100,1,256,"stone, and we stood there wondering at that which had come to"
100,1,257,"pass. Seeing, then, that such a fearful portent had broken in"
100,1,258,"upon our hecatombs, Calchas forthwith declared to us the oracles"
100,1,259,"of heaven. ‘Why, Achaeans,’ said he, ‘are you thus speechless?"
100,1,260,"Jove has sent us this sign, long in coming, and long ere it be"
100,1,261,"fulfilled, though its fame shall last for ever. As the serpent"
100,1,262,"ate the eight fledglings and the sparrow that hatched them, which"
100,1,263,"makes nine, so shall we fight nine years at Troy, but in the"
100,1,264,"tenth shall take the town.’ This was what he said, and now it is"
100,1,265,"all coming true. Stay here, therefore, all of you, till we take"
100,1,266,the city of Priam.”
100,1,267,"On this the Argives raised a shout, till the ships rang again"
100,1,268,"with the uproar. Nestor, knight of Gerene, then addressed them."
100,1,269,"“Shame on you,” he cried, “to stay talking here like children,"
100,1,270,"when you should fight like men. Where are our covenants now, and"
100,1,271,where the oaths that we have taken? Shall our counsels be flung
100,1,272,"into the fire, with our drink - offerings and the right hands of"
100,1,273,fellowship wherein we have put our trust? We waste our time in
100,1,274,"words, and for all our talking here shall be no further forward."
100,1,275,"Stand, therefore, son of Atreus, by your own steadfast purpose;"
100,1,276,"lead the Argives on to battle, and leave this handful of men to"
100,1,277,"rot, who scheme, and scheme in vain, to get back to Argos ere"
100,1,278,they have learned whether Jove be true or a liar. For the mighty
100,1,279,"son of Saturn surely promised that we should succeed, when we"
100,1,280,Argives set sail to bring death and destruction upon the Trojans.
100,1,281,He showed us favourable signs by flashing his lightning on our
100,1,282,right hands; therefore let none make haste to go till he has
100,1,283,"first lain with the wife of some Trojan, and avenged the toil and"
100,1,284,"sorrow that he has suffered for the sake of Helen. Nevertheless,"
100,1,285,"if any man is in such haste to be at home again, let him lay his"
100,1,286,hand to his ship that he may meet his doom in the sight of all.
100,1,287,"But, O king, consider and give ear to my counsel, for the word"
100,1,288,"that I say may not be neglected lightly. Divide your men,"
100,1,289,"Agamemnon, into their several tribes and clans, that clans and"
100,1,290,"tribes may stand by and help one another. If you do this, and if"
100,1,291,"the Achaeans obey you, you will find out who, both chiefs and"
100,1,292,"peoples, are brave, and who are cowards; for they will vie"
100,1,293,against the other. Thus you shall also learn whether it is
100,1,294,through the counsel of heaven or the cowardice of man that you
100,1,295,shall fail to take the town.”
100,1,296,"And Agamemnon answered, “Nestor, you have again outdone the sons"
100,1,297,"of the Achaeans in counsel. Would, by Father Jove, Minerva, and"
100,1,298,"Apollo, that I had among them ten more such councillors, for the"
100,1,299,"city of King Priam would then soon fall beneath our hands, and we"
100,1,300,should sack it. But the son of Saturn afflicts me with bootless
100,1,301,wranglings and strife. Achilles and I are quarrelling about this
100,1,302,"girl, in which matter I was the first to offend; if we can be of"
100,1,303,"one mind again, the Trojans will not stave off destruction for a"
100,1,304,"day. Now, therefore, get your morning meal, that our hosts join"
100,1,305,in fight. Whet well your spears; see well to the ordering of your
100,1,306,"shields; give good feeds to your horses, and look your chariots"
100,1,307,"carefully over, that we may do battle the livelong day; for we"
100,1,308,"shall have no rest, not for a moment, till night falls to part"
100,1,309,us. The bands that bear your shields shall be wet with the sweat
100,1,310,"upon your shoulders, your hands shall weary upon your spears,"
100,1,311,"your horses shall steam in front of your chariots, and if I see"
100,1,312,"any man shirking the fight, or trying to keep out of it at the"
100,1,313,"ships, there shall be no help for him, but he shall be a prey to"
100,1,314,dogs and vultures.”
100,1,315,"Thus he spoke, and the Achaeans roared applause. As when the"
100,1,316,waves run high before the blast of the south wind and break on
100,1,317,"some lofty headland, dashing against it and buffeting it without"
100,1,318,"ceasing, as the storms from every quarter drive them, even so did"
100,1,319,the Achaeans rise and hurry in all directions to their ships.
100,1,320,"There they lighted their fires at their tents and got dinner,"
100,1,321,"offering sacrifice every man to one or other of the gods, and"
100,1,322,praying each one of them that he might live to come out of the
100,1,323,"fight. Agamemnon, king of men, sacrificed a fat five - year - old"
100,1,324,"bull to the mighty son of Saturn, and invited the princes and"
100,1,325,"elders of his host. First he asked Nestor and King Idomeneus,"
100,1,326,"then the two Ajaxes and the son of Tydeus, and sixthly Ulysses,"
100,1,327,"peer of gods in counsel; but Menelaus came of his own accord, for"
100,1,328,he knew how busy his brother then was. They stood round the bull
100,1,329,"with the barley - meal in their hands, and Agamemnon prayed,"
100,1,330,"saying, “Jove, most glorious, supreme, that dwellest in heaven,"
100,1,331,"and ridest upon the storm - cloud, grant that the sun may not go"
100,1,332,"down, nor the night fall, till the palace of Priam is laid low,"
100,1,333,and its gates are consumed with fire. Grant that my sword may
100,1,334,"pierce the shirt of Hector about his heart, and that full many of"
100,1,335,his comrades may bite the dust as they fall dying round him.”
100,1,336,"Thus he prayed, but the son of Saturn would not fulfil his"
100,1,337,"prayer. He accepted the sacrifice, yet none the less increased"
100,1,338,their toil continually. When they had done praying and sprinkling
100,1,339,"the barley - meal upon the victim, they drew back its head, killed"
100,1,340,"it, and then flayed it. They cut out the thigh - bones, wrapped"
100,1,341,"them round in two layers of fat, and set pieces of raw meat on"
100,1,342,the top of them. These they burned upon the split logs of
100,1,343,"firewood, but they spitted the inward meats, and held them in the"
100,1,344,"flames to cook. When the thigh - bones were burned, and they had"
100,1,345,"tasted the inward meats, they cut the rest up small, put the"
100,1,346,"pieces upon spits, roasted them till they were done, and drew"
100,1,347,"them off; then, when they had finished their work and the feast"
100,1,348,"was ready, they ate it, and every man had his full share, so that"
100,1,349,all were satisfied. As soon as they had had enough to eat and
100,1,350,"drink, Nestor, knight of Gerene, began to speak. “King"
100,1,351,"Agamemnon,” said he, “let us not stay talking here, nor be slack"
100,1,352,in the work that heaven has put into our hands. Let the heralds
100,1,353,summon the people to gather at their several ships; we will then
100,1,354,"go about among the host, that we may begin fighting at once.”"
100,1,355,"Thus did he speak, and Agamemnon heeded his words. He at once"
100,1,356,sent the criers round to call the people in assembly. So they
100,1,357,"called them, and the people gathered thereon. The chiefs about"
100,1,358,"the son of Atreus chose their men and marshalled them, while"
100,1,359,Minerva went among them holding her priceless aegis that knows
100,1,360,neither age nor death. From it there waved a hundred tassels of
100,1,361,"pure gold, all deftly woven, and each one of them worth a hundred"
100,1,362,oxen. With this she darted furiously everywhere among the hosts
100,1,363,"of the Achaeans, urging them forward, and putting courage into"
100,1,364,"the heart of each, so that he might fight and do battle without"
100,1,365,ceasing. Thus war became sweeter in their eyes even than
100,1,366,returning home in their ships. As when some great forest fire is
100,1,367,"raging upon a mountain top and its light is seen afar, even so as"
100,1,368,they marched the gleam of their armour flashed up into the
100,1,369,firmament of heaven.
100,1,370,"They were like great flocks of geese, or cranes, or swans on the"
100,1,371,"plain about the waters of Cayster, that wing their way hither and"
100,1,372,"thither, glorying in the pride of flight, and crying as they"
100,1,373,settle till the fen is alive with their screaming. Even thus did
100,1,374,their tribes pour from ships and tents on to the plain of the
100,1,375,"Scamander, and the ground rang as brass under the feet of men and"
100,1,376,horses. They stood as thick upon the flower - bespangled field as
100,1,377,leaves that bloom in summer.
100,1,378,As countless swarms of flies buzz around a herdsman’s homestead
100,1,379,"in the time of spring when the pails are drenched with milk, even"
100,1,380,so did the Achaeans swarm on to the plain to charge the Trojans
100,1,381,and destroy them.
100,1,382,The chiefs disposed their men this way and that before the fight
100,1,383,"began, drafting them out as easily as goatherds draft their"
100,1,384,flocks when they have got mixed while feeding; and among them
100,1,385,"went King Agamemnon, with a head and face like Jove the lord of"
100,1,386,"thunder, a waist like Mars, and a chest like that of Neptune. As"
100,1,387,"some great bull that lords it over the herds upon the plain, even"
100,1,388,so did Jove make the son of Atreus stand peerless among the
100,1,389,multitude of heroes.
100,1,390,"And now, O Muses, dwellers in the mansions of Olympus, tell"
100,1,391,me — for you are goddesses and are in all places so that you see
100,1,392,"all things, while we know nothing but by report — who were the"
100,1,393,"chiefs and princes of the Danaans? As for the common soldiers,"
100,1,394,they were so that I could not name every single one of them
100,1,395,"though I had ten tongues, and though my voice failed not and my"
100,1,396,"heart were of bronze within me, unless you, O Olympian Muses,"
100,1,397,"daughters of aegis - bearing Jove, were to recount them to me."
100,1,398,"Nevertheless, I will tell the captains of the ships and all the"
100,1,399,fleet together.
100,1,400,"Peneleos, Leitus, Arcesilaus, Prothoenor, and Clonius were"
100,1,401,captains of the Boeotians. These were they that dwelt in Hyria
100,1,402,"and rocky Aulis, and who held Schoenus, Scolus, and the highlands"
100,1,403,"of Eteonus, with Thespeia, Graia, and the fair city of"
100,1,404,"Mycalessus. They also held Harma, Eilesium, and Erythrae; and"
100,1,405,"they had Eleon, Hyle, and Peteon; Ocalea and the strong fortress"
100,1,406,"of Medeon; Copae, Eutresis, and Thisbe the haunt of doves;"
100,1,407,"Coronea, and the pastures of Haliartus; Plataea and Glisas; the"
100,1,408,fortress of Thebes the less; holy Onchestus with its famous grove
100,1,409,"of Neptune; Arne rich in vineyards; Midea, sacred Nisa, and"
100,1,410,"Anthedon upon the sea. From these there came fifty ships, and in"
100,1,411,each there were a hundred and twenty young men of the Boeotians.
100,1,412,"Ascalaphus and Ialmenus, sons of Mars, led the people that dwelt"
100,1,413,in Aspledon and Orchomenus the realm of Minyas. Astyoche a noble
100,1,414,maiden bore them in the house of Actor son of Azeus; for she had
100,1,415,"gone with Mars secretly into an upper chamber, and he had lain"
100,1,416,with her. With these there came thirty ships.
100,1,417,"The Phoceans were led by Schedius and Epistrophus, sons of mighty"
100,1,418,Iphitus the son of Naubolus. These were they that held
100,1,419,"Cyparissus, rocky Pytho, holy Crisa, Daulis, and Panopeus; they"
100,1,420,"also that dwelt in Anemorea and Hyampolis, and about the waters"
100,1,421,"of the river Cephissus, and Lilaea by the springs of the"
100,1,422,"Cephissus; with their chieftains came forty ships, and they"
100,1,423,"marshalled the forces of the Phoceans, which were stationed next"
100,1,424,"to the Boeotians, on their left."
100,1,425,"Ajax, the fleet son of Oileus, commanded the Locrians. He was not"
100,1,426,"so great, nor nearly so great, as Ajax the son of Telamon. He was"
100,1,427,"a little man, and his breastplate was made of linen, but in use"
100,1,428,of the spear he excelled all the Hellenes and the Achaeans. These
100,1,429,"dwelt in Cynus, Opous, Calliarus, Bessa, Scarphe, fair Augeae,"
100,1,430,"Tarphe, and Thronium about the river Boagrius. With him there"
100,1,431,came forty ships of the Locrians who dwell beyond Euboea.
100,1,432,"The fierce Abantes held Euboea with its cities, Chalcis, Eretria,"
100,1,433,"Histiaea rich in vines, Cerinthus upon the sea, and the"
100,1,434,rock - perched town of Dium; with them were also the men of
100,1,435,Carystus and Styra; Elephenor of the race of Mars was in command
100,1,436,"of these; he was son of Chalcodon, and chief over all the"
100,1,437,"Abantes. With him they came, fleet of foot and wearing their hair"
100,1,438,"long behind, brave warriors, who would ever strive to tear open"
100,1,439,the corslets of their foes with their long ashen spears. Of these
100,1,440,there came fifty ships.
100,1,441,"And they that held the strong city of Athens, the people of great"
100,1,442,"Erechtheus, who was born of the soil itself, but Jove’s daughter,"
100,1,443,"Minerva, fostered him, and established him at Athens in her own"
100,1,444,"rich sanctuary. There, year by year, the Athenian youths worship"
100,1,445,him with sacrifices of bulls and rams. These were commanded by
100,1,446,"Menestheus, son of Peteos. No man living could equal him in the"
100,1,447,marshalling of chariots and foot soldiers. Nestor could alone
100,1,448,"rival him, for he was older. With him there came fifty ships."
100,1,449,"Ajax brought twelve ships from Salamis, and stationed them"
100,1,450,alongside those of the Athenians.
100,1,451,"The men of Argos, again, and those who held the walls of Tiryns,"
100,1,452,"with Hermione, and Asine upon the gulf; Troezene, Eionae, and the"
100,1,453,"vineyard lands of Epidaurus; the Achaean youths, moreover, who"
100,1,454,came from Aegina and Mases; these were led by Diomed of the loud
100,1,455,"battle - cry, and Sthenelus son of famed Capaneus. With them in"
100,1,456,"command was Euryalus, son of king Mecisteus, son of Talaus; but"
100,1,457,Diomed was chief over them all. With these there came eighty
100,1,458,ships.
100,1,459,"Those who held the strong city of Mycenae, rich Corinth and"
100,1,460,"Cleonae; Orneae, Araethyrea, and Licyon, where Adrastus reigned"
100,1,461,"of old; Hyperesia, high Gonoessa, and Pellene; Aegium and all the"
100,1,462,coast - land round about Helice; these sent a hundred ships under
100,1,463,"the command of King Agamemnon, son of Atreus. His force was far"
100,1,464,"both finest and most numerous, and in their midst was the king"
100,1,465,"himself, all glorious in his armour of gleaming bronze — foremost"
100,1,466,"among the heroes, for he was the greatest king, and had most men"
100,1,467,under him.
100,1,468,"And those that dwelt in Lacedaemon, lying low among the hills,"
100,1,469,"Pharis, Sparta, with Messe the haunt of doves; Bryseae, Augeae,"
100,1,470,"Amyclae, and Helos upon the sea; Laas, moreover, and Oetylus;"
100,1,471,"these were led by Menelaus of the loud battle - cry, brother to"
100,1,472,"Agamemnon, and of them there were sixty ships, drawn up apart"
100,1,473,"from the others. Among them went Menelaus himself, strong in"
100,1,474,"zeal, urging his men to fight; for he longed to avenge the toil"
100,1,475,and sorrow that he had suffered for the sake of Helen.
100,1,476,"The men of Pylos and Arene, and Thryum where is the ford of the"
100,1,477,"river Alpheus; strong Aipy, Cyparisseis, and Amphigenea; Pteleum,"
100,1,478,"Helos, and Dorium, where the Muses met Thamyris, and stilled his"
100,1,479,"minstrelsy for ever. He was returning from Oechalia, where"
100,1,480,"Eurytus lived and reigned, and boasted that he would surpass even"
100,1,481,"the Muses, daughters of aegis - bearing Jove, if they should sing"
100,1,482,"against him; whereon they were angry, and maimed him. They robbed"
100,1,483,"him of his divine power of song, and thenceforth he could strike"
